"STATION","DATE","PRCP","TAVG","TMAX","TMIN","TSUN"
"USW00094728","2017-08-27","0.00",,"78","63",
"USW00094728","2017-08-28","0.00",,"76","63",
"USW00094728","2017-08-29","0.29",,"68","61",
"USW00094728","2017-08-30","0.01",,"78","60",
"USW00094728","2017-08-31","0.00",,"81","64",
"USW00094728","2017-09-01","0.00",,"71","55",
"USW00094728","2017-09-02","0.53",,"68","54",
"USW00094728","2017-09-03","0.74",,"69","59",
"USW00094728","2017-09-04","0.00",,"80","61",
"USW00094728","2017-09-05","0.00",,"85","69",
"USW00094728","2017-09-06","0.42",,"72","61",
"USW00094728","2017-09-07","0.01",,"71","59",
"USW00094728","2017-09-08","0.00",,"71","58",
"USW00094728","2017-09-09","0.00",,"70","55",
"USW00094728","2017-09-10","0.00",,"72","57",
"USW00094728","2017-09-11","0.00",,"76","55",
"USW00094728","2017-09-12","0.00",,"78","59",
"USW00094728","2017-09-13","0.06",,"83","64",
"USW00094728","2017-09-14","0.02",,"81","70",
"USW00094728","2017-09-15","0.00",,"81","67",
"USW00094728","2017-09-16","0.00",,"82","70",
"USW00094728","2017-09-17","0.00",,"81","68",
"USW00094728","2017-09-18","0.00",,"73","68",
"USW00094728","2017-09-19","0.22",,"78","69",
"USW00094728","2017-09-20","0.00",,"79","71",
"USW00094728","2017-09-21","0.00",,"80","71",
"USW00094728","2017-09-22","0.00",,"82","66",
"USW00094728","2017-09-23","0.00",,"87","68",
"USW00094728","2017-09-24","0.00",,"91","69",
"USW00094728","2017-09-25","0.00",,"88","70",
"USW00094728","2017-09-26","0.00",,"84","68",
"USW00094728","2017-09-27","0.00",,"87","69",
"USW00094728","2017-09-28","0.00",,"79","59",
"USW00094728","2017-09-29","0.00",,"68","55",
"USW00094728","2017-09-30","0.00",,"66","54",
"USW00094728","2017-10-01","0.00",,"68","50",
"USW00094728","2017-10-02","0.00",,"73","52",
"USW00094728","2017-10-03","0.00",,"71","57",
"USW00094728","2017-10-04","0.00",,"75","56",
"USW00094728","2017-10-05","0.00",,"83","65",
"USW00094728","2017-10-06","0.00",,"82","68",
"USW00094728","2017-10-07","0.00",,"81","66",
"USW00094728","2017-10-08","0.22",,"77","72",
"USW00094728","2017-10-09","0.26",,"77","71",
"USW00094728","2017-10-10","0.00",,"81","66",
"USW00094728","2017-10-11","0.06",,"77","60",
"USW00094728","2017-10-12","0.07",,"64","55",
"USW00094728","2017-10-13","0.00",,"67","52",
"USW00094728","2017-10-14","0.08",,"72","61",
"USW00094728","2017-10-15","0.00",,"74","65",
"USW00094728","2017-10-16","0.01",,"69","46",
"USW00094728","2017-10-17","0.00",,"58","42",
"USW00094728","2017-10-18","0.00",,"72","50",
"USW00094728","2017-10-19","0.00",,"71","56",
"USW00094728","2017-10-20","0.00",,"73","57",
"USW00094728","2017-10-21","0.00",,"78","56",
"USW00094728","2017-10-22","0.00",,"76","57",
"USW00094728","2017-10-23","0.00",,"74","61",
"USW00094728","2017-10-24","0.20",,"74","67",
"USW00094728","2017-10-25","0.00",,"67","57",
"USW00094728","2017-10-26","0.00",,"58","50",
"USW00094728","2017-10-27","0.00",,"62","47",
"USW00094728","2017-10-28","0.00",,"69","55",
"USW00094728","2017-10-29","3.03",,"67","60",
"USW00094728","2017-10-30","0.25",,"61","46",
"USW00094728","2017-10-31","0.00",,"57","45",
"USW00094728","2017-11-01","0.00",,"59","43",
"USW00094728","2017-11-02","0.00",,"72","58",
"USW00094728","2017-11-03","0.00",,"74","51",
"USW00094728","2017-11-04","0.00",,"56","46",
"USW00094728","2017-11-05","0.02",,"61","51",
"USW00094728","2017-11-06","0.01",,"66","46",
"USW00094728","2017-11-07","0.70",,"49","40",
"USW00094728","2017-11-08","0.00",,"49","39",
"USW00094728","2017-11-09","0.00",,"55","39",
"USW00094728","2017-11-10","0.01",,"51","25",
"USW00094728","2017-11-11","0.00",,"38","24",
"USW00094728","2017-11-12","0.00",,"46","32",
"USW00094728","2017-11-13","0.07",,"47","39",
"USW00094728","2017-11-14","0.00",,"48","35",
"USW00094728","2017-11-15","0.00",,"51","37",
"USW00094728","2017-11-16","0.20",,"57","43",
"USW00094728","2017-11-17","0.00",,"47","37",
"USW00094728","2017-11-18","0.10",,"56","34",
"USW00094728","2017-11-19","0.23",,"59","38",
"USW00094728","2017-11-20","0.00",,"47","36",
"USW00094728","2017-11-21","0.00",,"58","42",
"USW00094728","2017-11-22","0.21",,"56","35",
"USW00094728","2017-11-23","0.00",,"43","31",
"USW00094728","2017-11-24","0.00",,"50","35",
"USW00094728","2017-11-25","0.00",,"57","43",
"USW00094728","2017-11-26","0.00",,"51","40",
"USW00094728","2017-11-27","0.00",,"51","39",
"USW00094728","2017-11-28","0.00",,"54","36",
"USW00094728","2017-11-29","0.00",,"63","42",
"USW00094728","2017-11-30","0.03",,"53","38",
"USW00094728","2017-12-01","0.00",,"52","42",
"USW00094728","2017-12-02","0.00",,"48","39",
"USW00094728","2017-12-03","0.00",,"48","42",
"USW00094728","2017-12-04","0.00",,"51","40",
"USW00094728","2017-12-05","0.75",,"61","50",
"USW00094728","2017-12-06","0.00",,"59","40",
"USW00094728","2017-12-07","0.00",,"44","37",
"USW00094728","2017-12-08","0.00",,"39","34",
"USW00094728","2017-12-09","0.46",,"35","30",
"USW00094728","2017-12-10","0.00",,"39","29",
"USW00094728","2017-12-11","0.00",,"41","33",
"USW00094728","2017-12-12","0.00",,"50","29",
"USW00094728","2017-12-13","0.00",,"31","20",
"USW00094728","2017-12-14","0.09",,"32","22",
"USW00094728","2017-12-15","0.11",,"28","20",
"USW00094728","2017-12-16","0.00",,"39","23",
"USW00094728","2017-12-17","0.00",,"38","32",
"USW00094728","2017-12-18","0.02",,"47","34","    0"
"USW00094728","2017-12-19","0.00",,"55","45",
"USW00094728","2017-12-20","0.00",,"51","34",
"USW00094728","2017-12-21","0.00",,"39","32",
"USW00094728","2017-12-22","0.00",,"50","35",
"USW00094728","2017-12-23","0.49",,"48","38",
"USW00094728","2017-12-24","0.01",,"41","36",
"USW00094728","2017-12-25","0.23",,"38","28",
"USW00094728","2017-12-26","0.00",,"28","23",
"USW00094728","2017-12-27","0.00",,"24","17",
"USW00094728","2017-12-28","0.00",,"18","11",
"USW00094728","2017-12-29","0.00",,"22","11",
"USW00094728","2017-12-30","0.05",,"23","17",
"USW00094728","2017-12-31","0.00",,"21","9",
"USW00094728","2018-01-01","0.00",,"19","7",
"USW00094728","2018-01-02","0.00",,"26","13",
"USW00094728","2018-01-03","0.00",,"30","16",
"USW00094728","2018-01-04","0.76",,"29","19",
"USW00094728","2018-01-05","0.00",,"19","9",
"USW00094728","2018-01-06","0.00",,"13","6",
"USW00094728","2018-01-07","0.00",,"18","5",
"USW00094728","2018-01-08","0.01",,"31","17",
"USW00094728","2018-01-09","0.00",,"44","30",
"USW00094728","2018-01-10","0.00",,"43","30",
"USW00094728","2018-01-11","0.00",,"53","41",
"USW00094728","2018-01-12","0.54",,"61","44",
"USW00094728","2018-01-13","0.05",,"58","19",
"USW00094728","2018-01-14","0.00",,"25","15",
"USW00094728","2018-01-15","0.00",,"30","16",
"USW00094728","2018-01-16","0.00",,"36","25",
"USW00094728","2018-01-17","0.19",,"36","22",
"USW00094728","2018-01-18","0.00",,"32","18",
"USW00094728","2018-01-19","0.00",,"41","24",
"USW00094728","2018-01-20","0.00",,"52","38",
"USW00094728","2018-01-21","0.00",,"50","42",
"USW00094728","2018-01-22","0.01",,"49","38",
"USW00094728","2018-01-23","0.30",,"60","38",
"USW00094728","2018-01-24","0.00",,"44","27",
"USW00094728","2018-01-25","0.00",,"34","23",
"USW00094728","2018-01-26","0.00",,"38","26",
"USW00094728","2018-01-27","0.00",,"56","35",
"USW00094728","2018-01-28","0.21",,"55","46",
"USW00094728","2018-01-29","0.00",,"47","35",
"USW00094728","2018-01-30","0.11",,"36","24",
"USW00094728","2018-01-31","0.00",,"33","18",
"USW00094728","2018-02-01","0.05",,"45","32",
"USW00094728","2018-02-02","0.18",,"41","17",
"USW00094728","2018-02-03","0.00",,"31","16",
"USW00094728","2018-02-04","0.96",,"46","30",
"USW00094728","2018-02-05","0.00",,"40","26",
"USW00094728","2018-02-06","0.00",,"37","26",
"USW00094728","2018-02-07","0.85",,"45","30",
